path	bytes	du_bytes_if_measured	inode	nlink	mtime	atime	kind	model_id_guess	classification	evidence
/Users/rainhuang/.cache/huggingface/hub/models--choppedgarlic--Qwen3.8-27B-AEON-ULTIMATE-UNCENSORED-4bit-MLX/refs/main	40	4096	34620063	1	1787395553	1790254814	revision-ref	choppedgarlic/Qwen3.8-27B-AEON-ULTIMATE-UNCENSORED-4bit-MLX	KEEP-REFERENCE	refs/main=875c8523f13294c90226d0a040f35e04366e83c7。无 blobs。27B 权重在 Desktop/models/qwen3.8-27b，此处不是第二份 14G。
/Users/rainhuang/.cache/huggingface/hub/models--filipstrand--Z-Image-Turbo-mflux-4bit/refs/main	40	4096	39765060	1	1788431465	1790254814	revision-ref	filipstrand/Z-Image-Turbo-mflux-4bit	PROTECTED	refs/main=b3a8f31115a11f2f9e2fa0bfbc8d78dcc3e6568b。无 blobs、无 snapshots。对应权重在 Desktop/models 的 local_dir，本行不是第二份权重。
/Users/rainhuang/.cache/huggingface/hub/models--ponpoke--flux2-klein-4b-uncensored-text-encoder/refs/main	40	4096	39765036	1	1788431465	1790254814	revision-ref	ponpoke/flux2-klein-4b-uncensored-text-encoder	UNKNOWN	refs/main=633217e588e4c0bc76619052e05d3ce0e057cd83。无 blobs、无 snapshots。本地 uncensored-te 目录为空。不标 OBSOLETE。
/Users/rainhuang/.cache/huggingface/xet	128	9940992	34073563	4	1787237184	1787421764	cache-dir	huggingface xet 日志	UNKNOWN	日志，不是权重。
/Users/rainhuang/.mtplx	192	11838205952	34773963	6	1787421851	1787421852	directory	mtplx 缓存根	PROTECTED	start-mtplx.sh 的 MTPLX_CACHE 父目录。任务要求找 mlx 缓存，故纳入；未扫整个 $HOME。禁止与 models 和 session-bank 相加。
/Users/rainhuang/.mtplx/models	128	11262803968	34773964	4	1787475060	1787475060	directory	Youssofal MTPLX 4B 与 9B	PROTECTED	MTPLX_CACHE 默认值。两个文本模型，均被脚本引用。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed	608	2567573504	34779249	19	1787422163	1787422163	directory	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	start-mtplx.sh 默认。README base_model Qwen/Qwen3.5-4B。config text hidden 2560，32 层，4-bit affine group 64。名字不含 3B/3b/qwen3-3，身份清楚，不是未辨明的 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/config.json	3404	4096	34779282	1	1787422066	1787422163	config	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/model.safetensors	2367238661	2367242240	34779269	1	1787422163	1787422178	weight	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/model.safetensors.index.json	81008	81920	34779284	1	1787422066	1787422163	index	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/mtp.safetensors	86701062	86704128	34779260	1	1787422072	1787422177	weight	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。 mtp.safetensors 为 86701062 字节，mtp/weights.safetensors 为 86701040 字节，差 22 字节，inode 不同，不是硬链接，两份都保留为模型组件。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/mtp/weights.safetensors	86701040	86704128	34779274	1	1787422083	1787422065	weight	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。 mtp.safetensors 为 86701062 字节，mtp/weights.safetensors 为 86701040 字节，差 22 字节，inode 不同，不是硬链接，两份都保留为模型组件。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/tokenizer.json	19989325	19992576	34779295	1	1787422126	1787422176	tokenizer	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-4B-MTPLX-Optimized-Speed/tokenizer_config.json	1161	4096	34779305	1	1787422066	1787422176	tokenizer	Youssofal/Qwen3.5-4B-MTPLX-Optimized-Speed	PROTECTED	脚本默认 4B 的组件。不是 3B。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed	608	8695230464	34773986	19	1787421813	1787421813	directory	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX_SIZE=9b。6-bit affine，另有 model-vision 与 mtp。与生产 mxfp4 9B 文件集不同，不是副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/config.json	3544	4096	34774013	1	1787421432	1787421813	config	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/model-00001-of-00002.safetensors	5358172442	5358174208	34773999	1	1787421813	1787421848	weight	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/model-00002-of-00002.safetensors	1918175495	1918177280	34774011	1	1787421637	1787421848	weight	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/model-vision.safetensors	912058025	912060416	34774005	1	1787421551	1787421848	weight	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/model.safetensors.index.json	115913	118784	34774034	1	1787421432	1787421813	index	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/mtp.safetensors	486582837	486584320	34774022	1	1787421657	1787422014	weight	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/tokenizer.json	19989325	19992576	34774033	1	1787421569	1787421846	tokenizer	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/models/Youssofal--Qwen3.5-9B-MTPLX-Optimized-Speed/tokenizer_config.json	1161	4096	34774047	1	1787421433	1787421841	tokenizer	Youssofal/Qwen3.5-9B-MTPLX-Optimized-Speed	PROTECTED	MTPLX 9B 组件。6-bit，含 vision/mtp，不是生产 mxfp4 的副本。
/Users/rainhuang/.mtplx/session-bank	160	574799872	34774525	5	1787422218	1787422264	session-cache	mtplx session-bank	UNKNOWN	7449 个 blob，逻辑字节和 554388480，最大单文件 2097152。不是模型权重。未证明可删。blobs/3b 只是哈希前缀目录，不是 Qwen 3B。
/Users/rainhuang/Desktop/models	544	77046861824	34623912	17	1789052369	1789453181	directory		UNKNOWN	范围根。du 含全部子目录。禁止与子行相加。
/Users/rainhuang/Desktop/models/.media-venv	256	1849155584	39763897	8	1788434565	1788434565	venv	mflux/mlx_video 运行时	UNKNOWN	config.py media_python 指向 .media-venv/bin/python。不是权重。内含的 numpy/scipy 测试 npz 与 matplotlib 样本不是模型，未逐文件列入。
/Users/rainhuang/Desktop/models/.mtplx-venv	224	476905472	34758269	7	1788428984	1788428985	venv	mtplx 运行时	UNKNOWN	scripts/start-mtplx.sh 的 MTPLX_BIN 默认在此。不是权重。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit	384	9618608128	43496342	12	1789319972	1789319973	directory	AITRADER/FLUX1-dev-mlx-4bit	PROTECTED	config.py image_flux1_dev_dir。Image Quality / flux1-dev。图像模型。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/text_encoder/0.safetensors	69436583	69439488	43496384	1	1789052443	1789057081	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/text_encoder_2/0.safetensors	2145878331	2145882112	43501132	1	1789053386	1789057081	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/text_encoder_2/1.safetensors	533312162	533315584	43502521	1	1789053527	1789057723	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/transformer/0.safetensors	2129626742	2129629184	43502889	1	1789055937	1789057081	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/transformer/1.safetensors	2141393619	2141396992	43508169	1	1789056821	1789057723	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/transformer/2.safetensors	2130572515	2130575360	43508175	1	1789057015	1789057108	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/transformer/3.safetensors	297627866	297631744	43508167	1	1789055341	1789057108	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux1-dev-mflux-4bit/vae/0.safetensors	164654153	164655104	43508168	1	1789055293	1789057081	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit	352	4686864384	39763891	11	1788431469	1788431469	directory	RunPod/FLUX.2-klein-4B-mflux-4bit	PROTECTED	config.py image_flux_dir，media-manifest 可选图像。根 config model_type=flux2-klein-4b，mflux 4-bit。目录 du 含 .cache 里 67051625 字节的 .incomplete。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/.cache	128	67121152	39765106	4	1788431474	1788431474	cache-dir	RunPod/FLUX.2-klein-4B-mflux-4bit	UNKNOWN	同上。体积主要来自 vae 的一个 .incomplete。已完成的 vae/0.safetensors 在缓存外。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/.cache/huggingface/download/vae/EyungE0_iOj0gd7KELZIUY6XP2o=.5053e0f1a87db7b97dc9f43ddba152c0d77858e87ab515fdf2ed9e6ca0374fab.d1fe1a1d.incomplete	67051625	67055616	39765324	1	1788432635	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/config.json	455	4096	39765160	1	1788431468	1788440204	config	图像或视频配置	PROTECTED	所在模型目录为 PROTECTED。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/text_encoder/0.safetensors	2135435091	2135437312	39815206	1	1788436029	1788436778	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/text_encoder/1.safetensors	127582109	127582208	39765127	1	1788431874	1788436925	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/transformer/0.safetensors	2145323701	2145325056	39817940	1	1788436662	1788436778	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/transformer/1.safetensors	34727730	34729984	39765279	1	1788432256	1788436925	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-mflux-4bit/vae/0.safetensors	165107912	165109760	39818975	1	1788436717	1788436778	weight	图像或视频权重	PROTECTED	flux / z-image / wan 家族权重。Kiln 媒体配置或 manifest 引用其所在目录。nlink=1。
/Users/rainhuang/Desktop/models/image-flux2-klein-4b-uncensored-te	160	16384	39763892	5	1788431469	1788431469	directory	ponpoke/flux2-klein-4b-uncensored-text-encoder	UNKNOWN	仅 .DS_Store、CACHEDIR.TAG、空目录 flux2-klein-4b-uncensored-text-encoder 与空 download 子目录。无权重、无 .incomplete 载荷。Kiln 运行时代码未引用。像空下载，但未全盘搜索其他项目，不标 OBSOLETE。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit	320	7935864832	39763893	10	1788431470	1788431470	directory	filipstrand/Z-Image-Turbo-mflux-4bit	PROTECTED	config.py image_zimage_dir，默认图像后端 z-image-turbo。目录 du 含 .cache 约 1.89 GiB，主体是未完成下载，不是第二份完整权重。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache	128	2028371968	39765054	4	1788431469	1788431469	cache-dir	filipstrand/Z-Image-Turbo-mflux-4bit	UNKNOWN	HF local_dir 下载缓存。大文件是 .incomplete（另行列为 OBSOLETE），其余是 revision json 与 *.metadata。目录本身不整目录标 OBSOLETE。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/T0y2H0dLWewCLrrJRCXpoFtTgjo=.8c281839127e5192430e6e52a5741d72412a63da68cb74ff16c75d734fb7d2e5.2a302c7c.incomplete	0	0	39766535	1	1788431479	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/VtPm5RnTpztyGz2j8X4QULy4cb4=.1ac203b7646d665cd9596c25860d17b533aab02ed552a48dcc399b2c9b4ae23e.3206a1e0.incomplete	0	0	39766522	1	1788431479	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/YabK0GxZ1yoAY8q13fERbq0pwkM=.568eef27d98af684b79e263a16f2a2d5c93d03367f229b4a2d8de2ab18b2ab25.add93c12.incomplete	0	0	39769024	1	1788432345	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/text_encoder/EyungE0_iOj0gd7KELZIUY6XP2o=.5857538440e94dbe89f44ee3bb192aad7fd8d0559fb2f3cbe05807e5dda1ab67.4f336974.incomplete	1880399215	1880399872	39765074	1	1788432809	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/transformer/EyungE0_iOj0gd7KELZIUY6XP2o=.49d6d45165cbf65e387f4fdcacf0ae25b84b39ecdd382bba846e86cc3d9d4b65.f64cbbf5.incomplete	67079587	67080192	39765257	1	1788433175	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
/Users/rainhuang/Desktop/models/image-z-image-turbo-mflux-4bit/.cache/huggingface/download/vae/EyungE0_iOj0gd7KELZIUY6XP2o=.d4309faa3683186faccb490afe237cae63c599b3e4fbb5ce9ef90393bb775a80.67059808.incomplete	80809657	80809984	39766034	1	1788432950	1788749782	incomplete	HF 未完成分片	OBSOLETE	文件名含 .incomplete，是失败/中断下载碎片。同模型目录里已有完整 safetensors 或 pth，Kiln 配置指向完整文件。nlink=1，inode 未与任何 >=100MB 权重共享。已分配块约等于逻辑大小，但仍未用 clone id 证明物理块独占，因此不把这些字节加进可回收合计。
